1,178.2,,1,178.2,,1,178.19,,1,178.093
1.02329,178.159,,1.02329,178.158,,1.02329,178.148,,1.02329,178.048
1.04713,178.116,,1.04713,178.115,,1.04713,178.105,,1.04713,178.003
1.07152,178.072,,1.07152,178.071,,1.07152,178.06,,1.07152,177.956
1.09648,178.027,,1.09648,178.026,,1.09648,178.015,,1.09648,177.909
1.12202,177.981,,1.12202,177.98,,1.12202,177.969,,1.12202,177.86
1.14815,177.934,,1.14815,177.933,,1.14815,177.922,,1.14815,177.81
1.1749,177.886,,1.1749,177.885,,1.1749,177.873,,1.1749,177.759
1.20226,177.837,,1.20226,177.836,,1.20226,177.824,,1.20226,177.707
1.23027,177.786,,1.23027,177.785,,1.23027,177.773,,1.23027,177.654
1.25893,177.735,,1.25893,177.734,,1.25893,177.722,,1.25893,177.599
1.28825,177.682,,1.28825,177.681,,1.28825,177.669,,1.28825,177.543
1.31826,177.628,,1.31826,177.627,,1.31826,177.614,,1.31826,177.486
1.34896,177.573,,1.34896,177.572,,1.34896,177.559,,1.34896,177.428
1.38038,177.517,,1.38038,177.515,,1.38038,177.502,,1.38038,177.368
1.41254,177.459,,1.41254,177.458,,1.41254,177.444,,1.41254,177.307
1.44544,177.4,,1.44544,177.398,,1.44544,177.384,,1.44544,177.244
1.47911,177.339,,1.47911,177.338,,1.47911,177.324,,1.47911,177.18
1.51356,177.277,,1.51356,177.276,,1.51356,177.261,,1.51356,177.114
1.54882,177.214,,1.54882,177.213,,1.54882,177.198,,1.54882,177.047
1.58489,177.149,,1.58489,177.148,,1.58489,177.132,,1.58489,176.978
1.62181,177.083,,1.62181,177.082,,1.62181,177.066,,1.62181,176.908
1.65959,177.015,,1.65959,177.014,,1.65959,176.998,,1.65959,176.836
1.69824,176.946,,1.69824,176.944,,1.69824,176.928,,1.69824,176.763
1.7378,176.875,,1.7378,176.873,,1.7378,176.856,,1.7378,176.687
1.77828,176.802,,1.77828,176.801,,1.77828,176.783,,1.77828,176.61
1.8197,176.728,,1.8197,176.726,,1.8197,176.708,,1.8197,176.532
1.86209,176.652,,1.86209,176.65,,1.86209,176.632,,1.86209,176.451
1.90546,176.574,,1.90546,176.572,,1.90546,176.554,,1.90546,176.368
1.94984,176.494,,1.94984,176.493,,1.94984,176.474,,1.94984,176.284
1.99526,176.413,,1.99526,176.411,,1.99526,176.392,,1.99526,176.198
2.04174,176.33,,2.04174,176.328,,2.04174,176.308,,2.04174,176.109
2.0893,176.244,,2.0893,176.242,,2.0893,176.222,,2.0893,176.019
2.13796,176.157,,2.13796,176.155,,2.13796,176.134,,2.13796,175.927
2.18776,176.068,,2.18776,176.066,,2.18776,176.045,,2.18776,175.832
2.23872,175.977,,2.23872,175.975,,2.23872,175.953,,2.23872,175.735
2.29087,175.883,,2.29087,175.881,,2.29087,175.859,,2.29087,175.636
2.34423,175.788,,2.34423,175.785,,2.34423,175.763,,2.34423,175.535
2.39883,175.69,,2.39883,175.688,,2.39883,175.664,,2.39883,175.431
2.45471,175.59,,2.45471,175.588,,2.45471,175.564,,2.45471,175.325
2.51189,175.488,,2.51189,175.485,,2.51189,175.461,,2.51189,175.217
2.5704,175.383,,2.5704,175.381,,2.5704,175.356,,2.5704,175.106
2.63027,175.276,,2.63027,175.273,,2.63027,175.248,,2.63027,174.992
2.69153,175.166,,2.69153,175.164,,2.69153,175.138,,2.69153,174.876
2.75423,175.054,,2.75423,175.052,,2.75423,175.025,,2.75423,174.757
2.81838,174.94,,2.81838,174.937,,2.81838,174.91,,2.81838,174.636
2.88403,174.823,,2.88403,174.82,,2.88403,174.792,,2.88403,174.511
2.95121,174.703,,2.95121,174.7,,2.95121,174.671,,2.95121,174.384
3.01995,174.58,,3.01995,174.577,,3.01995,174.548,,3.01995,174.254
3.0903,174.455,,3.0903,174.452,,3.0903,174.421,,3.0903,174.121
3.16228,174.326,,3.16228,174.323,,3.16228,174.292,,3.16228,173.985
3.23594,174.195,,3.23594,174.192,,3.23594,174.16,,3.23594,173.846
3.31131,174.061,,3.31131,174.057,,3.31131,174.025,,3.31131,173.703
3.38844,173.923,,3.38844,173.92,,3.38844,173.887,,3.38844,173.558
3.46737,173.783,,3.46737,173.78,,3.46737,173.746,,3.46737,173.409
3.54813,173.639,,3.54813,173.636,,3.54813,173.601,,3.54813,173.256
3.63078,173.492,,3.63078,173.489,,3.63078,173.454,,3.63078,173.101
3.71535,173.342,,3.71535,173.338,,3.71535,173.302,,3.71535,172.941
3.80189,173.188,,3.80189,173.185,,3.80189,173.148,,3.80189,172.778
3.89045,173.031,,3.89045,173.028,,3.89045,172.99,,3.89045,172.612
3.98107,172.871,,3.98107,172.867,,3.98107,172.828,,3.98107,172.441
4.0738,172.706,,4.0738,172.702,,4.0738,172.663,,4.0738,172.267
4.16869,172.538,,4.16869,172.534,,4.16869,172.494,,4.16869,172.089
4.2658,172.367,,4.2658,172.362,,4.2658,172.321,,4.2658,171.906
4.36516,172.191,,4.36516,172.187,,4.36516,172.144,,4.36516,171.72
4.46684,172.011,,4.46684,172.007,,4.46684,171.964,,4.46684,171.529
4.57088,171.828,,4.57088,171.823,,4.57088,171.779,,4.57088,171.335
4.67735,171.64,,4.67735,171.636,,4.67735,171.59,,4.67735,171.135
4.7863,171.448,,4.7863,171.444,,4.7863,171.397,,4.7863,170.932
4.89779,171.252,,4.89779,171.247,,4.89779,171.2,,4.89779,170.724
5.01187,171.052,,5.01187,171.047,,5.01187,170.998,,5.01187,170.511
5.12861,170.847,,5.12861,170.842,,5.12861,170.792,,5.12861,170.293
5.24807,170.637,,5.24807,170.632,,5.24807,170.581,,5.24807,170.071
5.37032,170.423,,5.37032,170.418,,5.37032,170.366,,5.37032,169.844
5.49541,170.204,,5.49541,170.199,,5.49541,170.145,,5.49541,169.611
5.62341,169.981,,5.62341,169.975,,5.62341,169.92,,5.62341,169.374
5.7544,169.752,,5.7544,169.747,,5.7544,169.691,,5.7544,169.131
5.88844,169.519,,5.88844,169.513,,5.88844,169.456,,5.88844,168.883
6.0256,169.28,,6.0256,169.274,,6.0256,169.216,,6.0256,168.63
6.16595,169.036,,6.16595,169.03,,6.16595,168.97,,6.16595,168.371
6.30957,168.787,,6.30957,168.781,,6.30957,168.72,,6.30957,168.107
6.45654,168.533,,6.45654,168.527,,6.45654,168.464,,6.45654,167.837
6.60693,168.273,,6.60693,168.267,,6.60693,168.203,,6.60693,167.56
6.76083,168.008,,6.76083,168.001,,6.76083,167.936,,6.76083,167.279
6.91831,167.737,,6.91831,167.73,,6.91831,167.663,,6.91831,166.991
7.07946,167.46,,7.07946,167.453,,7.07946,167.385,,7.07946,166.697
7.24436,167.178,,7.24436,167.171,,7.24436,167.1,,7.24436,166.396
7.4131,166.889,,7.4131,166.882,,7.4131,166.81,,7.4131,166.09
7.58578,166.595,,7.58578,166.587,,7.58578,166.514,,7.58578,165.776
7.76247,166.294,,7.76247,166.287,,7.76247,166.211,,7.76247,165.457
